product_id,product_name,category,brand,unit_cost,unit_price
20401,Smart Blender 0400,Grocery,HomePro,313.4,515.33
20402,Classic Camera 0401,Accessories,DailyMart,6112.96,8109.41
20403,Essential Keyboard 0402,Grocery,UrbanX,2650.75,3657.33
20404,Smart Backpack 0403,Electronics,PrimeTech,2658.22,4092.24
20405,Pro T-Shirt 0404,Accessories,PureCare,4561.44,8632.22
20406,Pro Phone 0405,Sports,DailyMart,3945.23,7990.65
20407,Pro Keyboard 0406,Sports,PureCare,1060.32,1561.4
20408,Advanced Coffee Maker 0407,Fashion,FitLife,6107.44,9574.34
20409,Essential Blender 0408,Sports,DailyMart,1492.54,3107.53
20410,Smart T-Shirt 0409,Grocery,UrbanX,6625.62,13047.52
20411,Classic Novel 0410,Sports,FitLife,6138.35,11508.5
20412,Essential Laptop 0411,Electronics,HomePro,1421.09,2241.77
20413,Classic Novel 0412,Grocery,StyleHub,6089.89,9184.24
20414,Classic Novel 0413,Grocery,UrbanX,5321.42,10161.79
20415,Pro Laptop 0414,Books,HomePro,7856.38,9804.71
20416,Smart Watch 0415,Home & Kitchen,UrbanX,5723.45,9847.99
20417,Classic Laptop 0416,Fashion,FitLife,3182.72,3863.33
20418,Premium Backpack 0417,Beauty,DailyMart,4998.46,9019.74
20419,Advanced Coffee Maker 0418,Grocery,Nova,5328.79,9308.5
20420,Advanced Coffee Maker 0419,Grocery,DailyMart,5990.64,7265.34
20421,Advanced Novel 0420,Electronics,FitLife,3802.14,6048.67
20422,Premium Watch 0421,Electronics,Nova,6638.79,8976.12
20423,Essential Watch 0422,Electronics,StyleHub,2366.84,4705.34
20424,Smart Laptop 0423,Accessories,UrbanX,7710.39,16260.8
20425,Classic Backpack 0424,Grocery,PureCare,2552.4,3778.6
20426,Essential Keyboard 0425,Home & Kitchen,PrimeTech,396.61,468.31
20427,Premium Blender 0426,Accessories,Nova,1681.07,3517.7
20428,Advanced Camera 0427,Sports,PureCare,7426.78,15126.48
20429,Advanced Phone 0428,Fashion,StyleHub,6341.41,12598.42
20430,Smart T-Shirt 0429,Books,StyleHub,3571.03,5442.96
20431,Essential Shoes 0430,Electronics,PureCare,7250.73,8945.17
20432,Advanced Watch 0431,Electronics,StyleHub,2048.4,4452.43
20433,Essential Backpack 0432,Fashion,PureCare,1945.11,3244.6
20434,Classic Backpack 0433,Sports,StyleHub,1118.77,1705.5
20435,Classic Skincare Kit 0434,Grocery,Nova,3595.22,7068.46
20436,Essential Skincare Kit 0435,Sports,DailyMart,4161.59,7716.57
20437,Premium Skincare Kit 0436,Beauty,DailyMart,1246.62,1488.41
20438,Classic Laptop 0437,Sports,PrimeTech,1005.38,2167.92
20439,Smart Coffee Maker 0438,Electronics,FitLife,3184.57,5521.62
20440,Classic Novel 0439,Books,Nova,1937.69,2611.33
20441,Smart T-Shirt 0440,Grocery,PrimeTech,4636.69,5409.94
20442,Essential Headphones 0441,Beauty,StyleHub,4242.25,7338.45
20443,Essential Coffee Maker 0442,Books,PrimeTech,1383.62,2454.19
20444,Advanced Keyboard 0443,Fashion,DailyMart,204.89,257.06
20445,Essential Blender 0444,Accessories,Nova,5193.84,8944.7
20446,Premium Laptop 0445,Home & Kitchen,FitLife,6205.8,9949.82
20447,Smart Shoes 0446,Home & Kitchen,StyleHub,3957.35,6369.39
20448,Advanced Monitor 0447,Accessories,DailyMart,4646.46,10101.52
20449,Smart Watch 0448,Sports,PureCare,7697.52,11243.61
20450,Essential Novel 0449,Beauty,DailyMart,6164.86,12812.85
20451,Advanced Keyboard 0450,Grocery,PureCare,2737.1,4137.8
20452,Essential Keyboard 0451,Fashion,UrbanX,6817.38,9124.9
20453,Advanced Watch 0452,Fashion,HomePro,4433.09,5806.81
20454,Smart T-Shirt 0453,Electronics,FitLife,4223.28,9027.98
20455,Premium Backpack 0454,Sports,DailyMart,5565.79,6536.78
20456,Premium Monitor 0455,Grocery,PureCare,3492.93,4820.66
20457,Advanced Watch 0456,Accessories,FitLife,7058.1,10640.07
20458,Premium Shoes 0457,Sports,Nova,1421.55,2615.14
20459,Pro Backpack 0458,Electronics,,3433.12,5302.77
20460,Essential Monitor 0459,Home & Kitchen,FitLife,612.42,717.41
20461,Classic Skincare Kit 0460,Fashion,PureCare,5672.61,9602.64
20462,Premium Phone 0461,Accessories,PrimeTech,2235.33,4646.56
20463,Classic Phone 0462,Sports,HomePro,3460.85,7201.68
20464,Premium Novel 0463,Accessories,PureCare,7102.26,15562.29
20465,Premium Shoes 0464,Grocery,PureCare,1571.66,2372.44
20466,Essential Headphones 0465,Accessories,UrbanX,117.79,150.6
20467,Smart Keyboard 0466,Fashion,PrimeTech,4667.15,5708.0
20468,Premium Backpack 0467,Sports,PrimeTech,3556.61,7328.2
20469,Pro Laptop 0468,Electronics,FitLife,534.19,1033.99
20470,Pro Watch 0469,Fashion,FitLife,2440.34,4414.46
20471,Smart Blender 0470,Fashion,PureCare,1988.94,3324.71
20472,Premium Skincare Kit 0471,Home & Kitchen,StyleHub,2158.88,3519.42
20473,Classic Laptop 0472,Electronics,DailyMart,6338.33,10576.45
20474,Essential Camera 0473,Beauty,Nova,2507.52,3841.61
20475,Premium Watch 0474,Electronics,StyleHub,3968.05,6540.98
20476,Essential Camera 0475,Sports,UrbanX,2197.61,3012.58
20477,Classic Laptop 0476,Fashion,StyleHub,7609.27,9691.6
20478,Premium Backpack 0477,Home & Kitchen,DailyMart,6216.29,8527.88
20479,Smart Novel 0478,Electronics,DailyMart,3443.93,7471.65
20480,Classic Phone 0479,Beauty,DailyMart,5843.17,12797.83
20481,Pro Coffee Maker 0480,Home & Kitchen,HomePro,2587.12,5016.65
20482,Advanced Coffee Maker 0481,Sports,FitLife,749.62,1521.02
20483,Classic Watch 0482,Accessories,HomePro,3501.13,4407.03
20484,Premium Novel 0483,Books,Nova,4560.22,5833.33
20485,Classic Skincare Kit 0484,Electronics,PrimeTech,2859.9,3567.12
20486,Smart Headphones 0485,Electronics,FitLife,3272.15,3980.1
20487,Essential Watch 0486,Accessories,Nova,5743.99,11112.95
20488,Pro Coffee Maker 0487,Grocery,FitLife,7174.03,8675.0
20489,Smart Phone 0488,Fashion,HomePro,7163.44,15376.27
20490,Essential Skincare Kit 0489,Beauty,HomePro,4647.97,8537.11
20491,Classic Skincare Kit 0490,Beauty,FitLife,5072.97,6744.11
20492,Advanced Headphones 0491,Sports,UrbanX,4309.21,8654.61
20493,Essential Blender 0492,Home & Kitchen,PrimeTech,3032.76,6110.64
20494,Essential T-Shirt 0493,Accessories,UrbanX,5931.46,10333.1
20495,Premium Phone 0494,Beauty,Nova,978.84,1219.18
20496,Premium Headphones 0495,Home & Kitchen,Nova,7162.71,11251.31
20497,Classic Shoes 0496,Fashion,Nova,2341.38,4041.14
20498,Essential Keyboard 0497,Accessories,FitLife,1828.69,3531.17
20499,Classic Skincare Kit 0498,Fashion,PrimeTech,2264.55,3314.01
20500,Smart Blender 0499,Grocery,PrimeTech,6512.56,13460.26
20501,Smart Monitor 0500,Grocery,PureCare,2224.27,3143.5
20502,Smart Coffee Maker 0501,Accessories,StyleHub,4915.35,10804.47
20503,Advanced Headphones 0502,Home & Kitchen,Nova,2810.95,3572.18
20504,Pro Monitor 0503,Beauty,StyleHub,5285.59,10701.19
20505,Advanced Watch 0504,Grocery,FitLife,4773.85,6152.67
20506,Pro Headphones 0505,Home & Kitchen,StyleHub,7982.36,15543.88
20507,Smart Shoes 0506,Electronics,PureCare,2556.55,5254.77
20508,Smart Watch 0507,Electronics,StyleHub,2863.48,4233.84
20509,Essential T-Shirt 0508,Electronics,PureCare,1670.26,2098.52
20510,Pro Camera 0509,Grocery,StyleHub,3764.87,8282.35
20511,Essential Skincare Kit 0510,Fashion,FitLife,6715.15,14569.22
20512,Classic Laptop 0511,Home & Kitchen,UrbanX,1766.88,3435.98
20513,Pro Laptop 0512,Books,DailyMart,7695.14,11972.21
20514,Pro Coffee Maker 0513,Fashion,Nova,203.94,263.31
20515,Essential Monitor 0514,Home & Kitchen,DailyMart,6460.67,10265.7
20516,Classic Camera 0515,Accessories,StyleHub,5563.84,10606.68
20517,Pro Headphones 0516,Sports,PrimeTech,7251.5,9499.34
20518,Advanced Laptop 0517,Beauty,HomePro,4222.32,4930.15
20519,Advanced Coffee Maker 0518,Accessories,Nova,5479.62,11503.02
20520,Advanced Laptop 0519,Home & Kitchen,HomePro,490.45,924.49
20521,Advanced Shoes 0520,Sports,Nova,3215.41,6040.25
20522,Smart Novel 0521,Grocery,HomePro,6188.53,13271.58
20523,Classic Coffee Maker 0522,Electronics,UrbanX,960.96,1630.5
20524,Classic Phone 0523,Fashion,Nova,6280.94,9320.79
20525,Smart Keyboard 0524,Electronics,FitLife,2535.36,5336.67
20526,Pro Backpack 0525,Sports,UrbanX,2888.61,6311.91
20527,Smart Novel 0526,Books,PrimeTech,5214.26,6108.42
20528,Smart Phone 0527,Home & Kitchen,FitLife,717.5,1074.25
20529,Pro T-Shirt 0528,Home & Kitchen,StyleHub,5034.55,7705.51
20530,Smart Novel 0529,Beauty,StyleHub,7318.42,9270.9
20531,Classic Coffee Maker 0530,Beauty,HomePro,840.74,1162.45
20532,Pro Blender 0531,Electronics,StyleHub,2098.68,2467.38
20533,Smart T-Shirt 0532,Books,FitLife,208.08,391.45
20534,Premium Blender 0533,Grocery,UrbanX,4192.12,5291.51
20535,Smart Blender 0534,Beauty,DailyMart,5874.59,12230.95
20536,Advanced Phone 0535,Fashion,PureCare,7418.55,13080.2
20537,Premium Monitor 0536,Home & Kitchen,HomePro,3007.43,4583.22
20538,Essential Watch 0537,Fashion,PrimeTech,1275.13,2549.41
20539,Smart Skincare Kit 0538,Sports,FitLife,329.77,604.54
20540,Smart Novel 0539,Accessories,StyleHub,2667.55,5176.84
20541,Classic Keyboard 0540,Home & Kitchen,PureCare,4146.6,8590.37
20542,Pro Skincare Kit 0541,Grocery,HomePro,7216.11,14418.14
20543,Premium Skincare Kit 0542,Sports,HomePro,1809.97,3562.2
20544,Essential Blender 0543,Sports,HomePro,6272.26,12019.76
20545,Pro Skincare Kit 0544,Fashion,PrimeTech,3899.27,6029.69
20546,Smart Camera 0545,Accessories,PureCare,6953.53,12755.71
20547,Premium Keyboard 0546,Electronics,PureCare,6918.21,12065.25
20548,Premium Monitor 0547,Home & Kitchen,Nova,6875.79,14862.83
20549,Pro Blender 0548,Fashion,Nova,3270.63,5481.52
20550,Pro Headphones 0549,Sports,Nova,2835.05,3920.62
20551,Pro Watch 0550,Beauty,PrimeTech,1737.58,2833.32
20552,Essential Monitor 0551,Accessories,Nova,1904.59,3019.5
20553,Advanced T-Shirt 0552,Home & Kitchen,StyleHub,4968.21,8157.51
20554,Essential Shoes 0553,Sports,DailyMart,7699.34,13551.47
20555,Smart Coffee Maker 0554,Beauty,FitLife,4887.07,10484.84
20556,Advanced Shoes 0555,Fashion,DailyMart,3357.31,4851.76
20557,Pro T-Shirt 0556,Electronics,UrbanX,2015.13,4367.97
20558,Advanced Coffee Maker 0557,Grocery,FitLife,5250.56,10336.05
20559,Classic Blender 0558,Home & Kitchen,FitLife,1766.47,2370.72
20560,Pro Coffee Maker 0559,Home & Kitchen,HomePro,837.67,1209.98
20561,Advanced Blender 0560,Sports,FitLife,838.97,1765.86
20562,Advanced Watch 0561,Home & Kitchen,Nova,6818.63,13578.69
20563,Pro Monitor 0562,Books,StyleHub,3119.82,4057.42
20564,Advanced Phone 0563,Books,PureCare,7528.69,13279.08
20565,Premium Shoes 0564,Home & Kitchen,HomePro,4024.26,5798.33
20566,Premium Headphones 0565,Electronics,UrbanX,5562.9,10075.74
20567,Advanced Skincare Kit 0566,Electronics,Nova,6632.92,8836.78
20568,Premium Novel 0567,Electronics,PrimeTech,7008.46,10649.41
20569,Advanced Monitor 0568,Beauty,PureCare,1384.14,2156.43
20570,Advanced T-Shirt 0569,Beauty,PureCare,1811.72,3106.36
20571,Essential T-Shirt 0570,Grocery,StyleHub,1285.72,1801.66
20572,Essential Novel 0571,Beauty,PrimeTech,3619.85,6928.88
20573,Smart T-Shirt 0572,Books,PrimeTech,1324.77,2649.18
20574,Premium Shoes 0573,Beauty,PureCare,5241.84,9550.58
20575,Essential Keyboard 0574,Beauty,StyleHub,2966.33,6224.06
20576,Advanced Phone 0575,Books,PureCare,7716.17,15278.17
20577,Essential Phone 0576,Sports,PrimeTech,6551.04,7836.45
20578,Pro Shoes 0577,Sports,PureCare,5821.81,7212.97
20579,Pro Phone 0578,Beauty,HomePro,5540.83,10211.57
20580,Premium Coffee Maker 0579,Books,FitLife,412.88,787.76
20581,Pro Camera 0580,Fashion,PureCare,761.12,1648.81
20582,Classic T-Shirt 0581,Electronics,PrimeTech,3513.68,4053.03
20583,Essential Camera 0582,Beauty,PureCare,7326.13,10247.85
20584,Premium Novel 0583,Fashion,FitLife,842.82,1705.31
20585,Smart Backpack 0584,Accessories,HomePro,3419.1,7132.62
20586,Pro Coffee Maker 0585,Accessories,PureCare,6371.93,10435.02
20587,Smart Laptop 0586,Home & Kitchen,HomePro,2626.36,4354.36
20588,Classic Novel 0587,Beauty,FitLife,7442.12,15228.81
20589,Pro Coffee Maker 0588,Beauty,Nova,7484.13,12221.34
20590,Smart Monitor 0589,Home & Kitchen,PureCare,550.09,1087.42
20591,Essential Monitor 0590,Electronics,DailyMart,4969.58,10665.55
20592,Advanced Backpack 0591,Accessories,DailyMart,1250.02,1781.2
20593,Smart Camera 0592,Books,PureCare,3583.98,5154.19
20594,Classic Phone 0593,Beauty,FitLife,7192.66,15360.16
20595,Smart Watch 0594,Home & Kitchen,FitLife,679.6,1084.31
20596,Essential Laptop 0595,Beauty,DailyMart,7505.15,8754.86
20597,Essential Keyboard 0596,Fashion,FitLife,7956.24,13347.5
20598,Premium Coffee Maker 0597,Home & Kitchen,PrimeTech,5394.94,9697.93
20599,Essential Novel 0598,Accessories,UrbanX,2914.55,4100.7
20600,Essential Monitor 0599,Books,DailyMart,2083.0,3986.41
20601,Classic Blender 0600,Fashion,UrbanX,3517.6,4905.61
20602,Pro Headphones 0601,Home & Kitchen,DailyMart,1520.63,1939.76
20603,Premium Keyboard 0602,Grocery,DailyMart,258.45,364.89
20604,Smart Backpack 0603,Sports,Nova,595.64,1018.9
20605,Premium Camera 0604,Grocery,PureCare,5342.17,10943.85
20606,Pro T-Shirt 0605,Grocery,StyleHub,263.97,450.28
20607,Classic Watch 0606,Beauty,HomePro,2481.55,5065.92
20608,Essential Backpack 0607,Books,StyleHub,5443.48,6626.87
20609,Premium Laptop 0608,Beauty,HomePro,1480.75,2282.16
20610,Advanced Novel 0609,Electronics,PureCare,2724.99,4378.89
20611,Smart Shoes 0610,Electronics,HomePro,348.39,693.93
20612,Advanced Skincare Kit 0611,Electronics,UrbanX,988.14,1769.94
20613,Classic Watch 0612,Accessories,HomePro,1884.81,3721.16
20614,Classic Monitor 0613,Grocery,StyleHub,1096.8,1651.22
20615,Smart T-Shirt 0614,Beauty,HomePro,3829.27,8159.16
20616,Smart Shoes 0615,Accessories,StyleHub,1102.89,2210.57
20617,Classic Monitor 0616,Books,DailyMart,2510.94,5301.25
20618,Premium Headphones 0617,Home & Kitchen,HomePro,5816.19,8293.51
20619,Classic Phone 0618,Home & Kitchen,PureCare,5265.44,6091.58
20620,Classic Watch 0619,Beauty,DailyMart,3125.69,5614.54
20621,Pro Backpack 0620,Grocery,PureCare,7455.6,12430.03
20622,Pro Coffee Maker 0621,Books,StyleHub,6319.06,12435.29
20623,Classic Monitor 0622,Beauty,DailyMart,4896.69,6132.46
20624,Smart T-Shirt 0623,Grocery,HomePro,3550.55,6303.0
20625,Pro Phone 0624,Fashion,PrimeTech,574.29,780.37
20626,Advanced Novel 0625,Accessories,PureCare,3361.54,5682.11
20627,Classic Skincare Kit 0626,Books,DailyMart,4407.6,5801.45
20628,Advanced Phone 0627,Books,UrbanX,7929.04,16714.1
20629,Premium Monitor 0628,Electronics,PrimeTech,7617.69,10226.3
20630,Smart Monitor 0629,Home & Kitchen,PrimeTech,986.47,1730.1
20631,Essential T-Shirt 0630,Accessories,PureCare,7836.2,9057.79
20632,Essential Coffee Maker 0631,Grocery,PrimeTech,6061.48,7966.36
20633,Pro Phone 0632,Fashion,FitLife,5487.29,9187.37
20634,Smart T-Shirt 0633,Grocery,DailyMart,7238.13,8635.16
20635,Smart Coffee Maker 0634,Fashion,DailyMart,2667.94,4588.65
20636,Advanced Novel 0635,Fashion,DailyMart,3254.49,4372.57
20637,Premium Headphones 0636,Fashion,StyleHub,6980.48,13352.72
20638,Essential Watch 0637,Beauty,StyleHub,921.53,1899.92
20639,Classic Phone 0638,Grocery,FitLife,5702.36,11099.49
20640,Classic Laptop 0639,Home & Kitchen,PrimeTech,6497.6,7904.72
20641,Premium T-Shirt 0640,Accessories,,7092.0,11851.89
20642,Essential Coffee Maker 0641,Fashion,HomePro,1831.47,2319.99
20643,Advanced T-Shirt 0642,Accessories,PureCare,5466.05,8633.68
20644,Classic Shoes 0643,Grocery,StyleHub,777.17,1578.84
20645,Essential Skincare Kit 0644,Sports,HomePro,6901.6,8235.12
20646,Classic Camera 0645,Electronics,StyleHub,3906.22,5524.31
20647,Smart Camera 0646,Sports,UrbanX,5030.9,10151.85
20648,Advanced Watch 0647,Grocery,PrimeTech,6825.87,10759.1
20649,Pro Coffee Maker 0648,Accessories,PureCare,4097.59,5724.84
20650,Advanced Monitor 0649,Electronics,UrbanX,4118.4,8841.71
20651,Premium Monitor 0650,Books,FitLife,3770.78,4952.98
20652,Premium Laptop 0651,Fashion,DailyMart,4845.48,9584.55
20653,Classic Watch 0652,Books,FitLife,5766.85,7710.17
20654,Premium Skincare Kit 0653,Sports,FitLife,6460.83,13963.18
20655,Advanced Novel 0654,Grocery,FitLife,335.45,662.64
20656,Advanced T-Shirt 0655,Electronics,UrbanX,2849.81,4104.44
20657,Essential Headphones 0656,Sports,UrbanX,3516.97,7676.82
20658,Pro Phone 0657,Books,DailyMart,879.68,1117.35
20659,Essential T-Shirt 0658,Beauty,HomePro,6037.81,12393.07
20660,Premium Blender 0659,Fashion,HomePro,4230.72,7972.37
20661,Premium Blender 0660,Fashion,UrbanX,114.87,153.07
20662,Classic T-Shirt 0661,Books,FitLife,5087.84,8769.86
20663,Smart Keyboard 0662,Home & Kitchen,Nova,2778.27,3229.8
20664,Pro Keyboard 0663,Accessories,UrbanX,5842.15,10234.19
20665,Advanced Headphones 0664,Home & Kitchen,UrbanX,1519.59,2676.47
20666,Premium Skincare Kit 0665,Beauty,DailyMart,109.56,172.99
20667,Premium Camera 0666,Accessories,DailyMart,785.91,1584.11
20668,Pro Skincare Kit 0667,Electronics,Nova,3579.16,7613.89
20669,Premium Skincare Kit 0668,Fashion,UrbanX,6009.28,10278.57
20670,Essential Laptop 0669,Grocery,DailyMart,4870.92,9048.47
20671,Classic Backpack 0670,Fashion,FitLife,218.24,284.4
20672,Classic Camera 0671,Fashion,FitLife,4773.71,10492.63
20673,Premium Blender 0672,Electronics,StyleHub,3909.17,8016.97
20674,Premium Phone 0673,Home & Kitchen,UrbanX,6392.71,13721.82
20675,Pro T-Shirt 0674,Home & Kitchen,FitLife,2127.66,4185.04
20676,Essential Backpack 0675,Accessories,UrbanX,5779.56,8606.11
20677,Classic Camera 0676,Sports,Nova,5091.04,7039.71
20678,Premium Novel 0677,Home & Kitchen,PureCare,5021.63,8469.48
20679,Premium Keyboard 0678,Grocery,HomePro,3303.89,4086.02
20680,Classic Watch 0679,Sports,Nova,201.5,348.48
20681,Classic Phone 0680,Fashion,,1582.37,2434.34
20682,Smart Headphones 0681,Fashion,Nova,6769.57,12959.2
20683,Advanced Headphones 0682,Home & Kitchen,HomePro,4973.07,8986.22
20684,Premium Shoes 0683,Books,FitLife,4667.31,6575.52
20685,Classic Skincare Kit 0684,Books,PrimeTech,4252.96,8166.17
20686,Classic Blender 0685,Books,Nova,707.76,1045.13
20687,Pro Headphones 0686,Beauty,DailyMart,2846.59,4016.6
20688,Premium Novel 0687,Sports,StyleHub,4991.28,7933.55
20689,Advanced Laptop 0688,Accessories,Nova,1091.85,1436.6
20690,Advanced T-Shirt 0689,Sports,StyleHub,7375.85,11000.48
20691,Essential Blender 0690,Sports,DailyMart,673.92,958.88
20692,Classic Skincare Kit 0691,Home & Kitchen,Nova,5470.31,6415.67
20693,Premium Backpack 0692,Beauty,PureCare,2479.81,3635.2
20694,Classic Blender 0693,Electronics,,6923.03,11354.98
20695,Smart Watch 0694,Beauty,FitLife,6632.01,13404.79
20696,Essential Coffee Maker 0695,Grocery,Nova,2732.37,3660.01
20697,Essential Phone 0696,Books,DailyMart,3750.69,5602.63
20698,Pro Camera 0697,Accessories,DailyMart,7676.98,9065.3
20699,Pro Monitor 0698,Fashion,StyleHub,4902.42,6024.41
20700,Smart Blender 0699,Grocery,UrbanX,147.42,224.66
20701,Advanced Blender 0700,Books,UrbanX,6240.21,10451.88
20702,Pro T-Shirt 0701,Books,FitLife,2954.38,5718.72
20703,Premium Watch 0702,Grocery,PureCare,2279.14,4447.37
20704,Classic Laptop 0703,Beauty,FitLife,6673.91,14079.8
20705,Classic T-Shirt 0704,Fashion,HomePro,7743.46,16285.94
20706,Essential Laptop 0705,Sports,PureCare,590.12,741.53
20707,Advanced Monitor 0706,Beauty,FitLife,3183.81,4035.97
20708,Advanced Phone 0707,Books,PrimeTech,2309.75,3861.05
20709,Advanced Laptop 0708,Grocery,PureCare,7192.26,12722.73
20710,Premium Backpack 0709,Electronics,UrbanX,6954.79,12364.12
20711,Essential T-Shirt 0710,Sports,PureCare,7218.83,11987.52
20712,Pro Laptop 0711,Beauty,StyleHub,437.01,952.8
20713,Advanced Shoes 0712,Electronics,FitLife,495.87,835.25
20714,Essential Shoes 0713,Home & Kitchen,FitLife,4456.06,9500.66
20715,Pro Phone 0714,Grocery,Nova,1418.52,3103.16
20716,Advanced Phone 0715,Fashion,PureCare,990.0,1600.06
20717,Advanced T-Shirt 0716,Electronics,PureCare,2156.83,2783.29
20718,Premium Novel 0717,Books,Nova,5704.26,8511.98
20719,Classic Backpack 0718,Home & Kitchen,UrbanX,5406.07,8252.19
20720,Smart Shoes 0719,Fashion,PureCare,6303.02,13127.58
20721,Advanced Laptop 0720,Home & Kitchen,PrimeTech,595.75,1286.69
20722,Classic Watch 0721,Books,Nova,6154.66,8174.23
20723,Classic Backpack 0722,Accessories,PureCare,3975.88,4656.06
20724,Pro T-Shirt 0723,Accessories,StyleHub,2572.66,5202.42
20725,Essential Shoes 0724,Electronics,HomePro,4921.25,8546.14
20726,Advanced Watch 0725,Accessories,StyleHub,6416.29,12439.46
20727,Smart Novel 0726,Books,HomePro,920.61,1379.31
20728,Advanced Backpack 0727,Grocery,UrbanX,6477.61,8527.42
20729,Smart Keyboard 0728,Electronics,StyleHub,4598.58,6566.28
20730,Classic Keyboard 0729,Grocery,DailyMart,4998.43,6002.63
20731,Classic Laptop 0730,Fashion,DailyMart,7043.72,10953.96
20732,Classic Monitor 0731,Beauty,FitLife,5708.9,7160.04
20733,Advanced Watch 0732,Accessories,UrbanX,4709.84,7709.82
20734,Essential Phone 0733,Books,UrbanX,2754.58,5479.37
20735,Smart Novel 0734,Sports,PrimeTech,4131.45,4957.79
20736,Premium Keyboard 0735,Books,Nova,6708.88,14031.95
20737,Advanced Laptop 0736,Fashion,UrbanX,7965.3,10190.09
20738,Pro Backpack 0737,Accessories,PureCare,6073.6,11168.01
20739,Pro T-Shirt 0738,Electronics,HomePro,6342.28,8895.44
20740,Premium Novel 0739,Sports,PureCare,5625.4,11459.86
20741,Smart Blender 0740,Electronics,Nova,6158.91,7149.69
20742,Classic Blender 0741,Beauty,Nova,2021.12,3218.55
20743,Essential Skincare Kit 0742,Sports,FitLife,3448.28,7448.28
20744,Classic Novel 0743,Grocery,PrimeTech,4492.37,5698.75
20745,Pro Laptop 0744,Accessories,UrbanX,4440.77,8653.62
20746,Pro Backpack 0745,Books,FitLife,4818.42,9217.39
20747,Premium Blender 0746,Accessories,DailyMart,7790.92,11570.56
20748,Pro Keyboard 0747,Electronics,,6856.64,8320.38
20749,Classic Keyboard 0748,Sports,PureCare,6639.88,13444.1
20750,Smart Skincare Kit 0749,Sports,PrimeTech,6659.92,13986.65
20751,Advanced Skincare Kit 0750,Electronics,PureCare,6367.33,8177.07
20752,Essential Watch 0751,Sports,HomePro,5465.71,11151.25
20753,Essential Monitor 0752,Electronics,UrbanX,2126.69,4306.3
20754,Advanced T-Shirt 0753,Books,StyleHub,6860.56,12046.28
20755,Smart Monitor 0754,Home & Kitchen,PrimeTech,2309.87,4556.7
20756,Classic T-Shirt 0755,Accessories,UrbanX,5826.62,6942.14
20757,Premium T-Shirt 0756,Fashion,UrbanX,976.77,1632.17
20758,Smart Headphones 0757,Sports,HomePro,4423.5,9578.39
20759,Pro Blender 0758,Sports,Nova,2618.52,5142.71
20760,Premium Blender 0759,Grocery,,5665.21,8109.98
20761,Essential Camera 0760,Fashion,StyleHub,6856.77,12374.47
20762,Pro Monitor 0761,Fashion,Nova,222.66,305.75
20763,Smart Backpack 0762,Books,PureCare,1003.14,1387.58
20764,Advanced Headphones 0763,Electronics,DailyMart,7411.58,9996.84
20765,Smart Shoes 0764,Sports,UrbanX,1990.24,2685.79
20766,Essential Headphones 0765,Beauty,Nova,5873.24,9833.31
20767,Classic Watch 0766,Accessories,UrbanX,6519.12,9617.58
20768,Premium Phone 0767,Sports,Nova,5950.35,11703.49
20769,Classic Phone 0768,Grocery,PrimeTech,353.65,738.71
20770,Advanced Camera 0769,Grocery,DailyMart,5909.85,9822.0
20771,Premium Skincare Kit 0770,Home & Kitchen,PureCare,7696.41,10396.93
20772,Essential Skincare Kit 0771,Books,DailyMart,3013.47,6623.3
20773,Pro Phone 0772,Books,PureCare,5711.02,6849.71
20774,Essential Coffee Maker 0773,Beauty,PureCare,2284.11,3944.95
20775,Classic Phone 0774,Home & Kitchen,StyleHub,7979.9,11017.3
20776,Smart Novel 0775,Beauty,UrbanX,1745.89,3726.67
20777,Pro T-Shirt 0776,Electronics,PureCare,2513.97,3748.86
20778,Classic T-Shirt 0777,Accessories,FitLife,1426.45,3075.35
20779,Smart Blender 0778,Electronics,DailyMart,7645.9,16602.62
20780,Pro Shoes 0779,Home & Kitchen,FitLife,4614.27,9875.11
20781,Classic Monitor 0780,Home & Kitchen,StyleHub,2051.18,4066.18
20782,Pro Skincare Kit 0781,Home & Kitchen,PureCare,1162.59,2241.79
20783,Pro Monitor 0782,Home & Kitchen,FitLife,7010.97,15076.46
20784,Advanced Watch 0783,Books,Nova,595.01,824.0
20785,Classic T-Shirt 0784,Electronics,StyleHub,5181.78,10365.62
20786,Classic Coffee Maker 0785,Books,HomePro,4920.02,6244.3
20787,Advanced Keyboard 0786,Beauty,UrbanX,6197.18,9481.51
20788,Essential Coffee Maker 0787,Beauty,PrimeTech,5486.59,8624.5
20789,Smart Camera 0788,Sports,PureCare,6708.15,14725.01
20790,Pro Headphones 0789,Electronics,FitLife,400.45,595.48
20791,Pro Novel 0790,Sports,Nova,3499.3,6062.43
20792,Pro Novel 0791,Sports,PrimeTech,739.63,1342.55
20793,Premium Camera 0792,Books,FitLife,3301.22,6145.98
20794,Advanced Shoes 0793,Home & Kitchen,StyleHub,4530.52,5781.66
20795,Classic Skincare Kit 0794,Electronics,PureCare,4790.82,8322.05
20796,Pro Headphones 0795,Electronics,FitLife,7405.67,13452.09
20797,Premium Keyboard 0796,Accessories,Nova,7381.6,15490.41
20798,Pro T-Shirt 0797,Fashion,PureCare,2547.31,5489.86
20799,Advanced Headphones 0798,Home & Kitchen,StyleHub,5622.64,7853.58
20800,Classic Monitor 0799,Home & Kitchen,DailyMart,5730.39,7856.62
