order_item_id,order_id,product_id,quantity,unit_price,unit_cost,sales_amount,cost_amount,profit_amount
931270,532818,20237,1,3665.39,1667.21,3665.39,1667.21,1998.18
931271,516567,20217,1,10948.92,6679.74,10948.92,6679.74,4269.18
931272,514449,20990,4,8971.55,6744.58,35886.2,26978.32,8907.88
931273,545010,20323,2,4821.19,4133.37,9642.38,8266.74,1375.64
931274,524859,20957,2,11345.87,6804.19,22691.74,13608.38,9083.36
931275,519001,20087,4,8432.97,5816.74,33731.88,23266.96,10464.92
931276,541495,20523,1,1630.5,960.96,1630.5,960.96,669.54
931277,530412,20211,2,8827.31,7486.92,17654.62,14973.84,2680.78
931278,534317,20579,3,10211.57,5540.83,30634.71,16622.49,14012.22
931279,522786,20865,3,8989.22,6073.81,26967.66,18221.43,8746.23
931280,500898,20742,1,3218.55,2021.12,3218.55,2021.12,1197.43
931281,514334,20652,4,9584.55,4845.48,38338.2,19381.92,18956.28
931282,522768,20601,3,4905.61,3517.6,14716.83,10552.8,4164.03
931283,530132,20863,2,3837.94,2005.78,7675.88,4011.56,3664.32
931284,523212,20375,4,11259.01,7686.66,45036.04,30746.64,14289.4
931285,523951,20845,2,4925.28,2289.4,9850.56,4578.8,5271.76
931286,530828,20324,4,7439.06,5016.3,29756.24,20065.2,9691.04
931287,505140,20451,3,4137.8,2737.1,12413.4,8211.3,4202.1
931288,512371,20666,4,172.99,109.56,691.96,438.24,253.72
931289,528547,20793,1,6145.98,3301.22,6145.98,3301.22,2844.76
931290,548024,20742,3,3218.55,2021.12,9655.65,6063.36,3592.29
931291,542587,20380,1,2278.61,1390.56,2278.61,1390.56,888.05
931292,530493,20738,4,11168.01,6073.6,44672.04,24294.4,20377.64
931293,544598,20226,3,3234.95,1858.15,9704.85,5574.45,4130.4
931294,523953,20861,4,11450.51,5482.06,45802.04,21928.24,23873.8
931295,516324,20288,1,12491.48,7421.21,12491.48,7421.21,5070.27
931296,508376,20704,4,14079.8,6673.91,56319.2,26695.64,29623.56
931297,511323,20917,3,9832.36,7603.44,29497.08,22810.32,6686.76
931298,512525,20763,1,1387.58,1003.14,1387.58,1003.14,384.44
931299,513566,20781,1,4066.18,2051.18,4066.18,2051.18,2015.0
931300,529872,20974,2,1576.14,1037.51,3152.28,2075.02,1077.26
931301,502162,20231,1,8707.57,6889.04,8707.57,6889.04,1818.53
931302,545778,20827,3,7483.17,4266.1,22449.51,12798.3,9651.21
931303,538120,20091,4,707.07,576.86,2828.28,2307.44,520.84
931304,544721,20737,1,10190.09,7965.3,10190.09,7965.3,2224.79
931305,532521,20699,2,6024.41,4902.42,12048.82,9804.84,2243.98
931306,543361,20510,3,8282.35,3764.87,24847.05,11294.61,13552.44
931307,509835,20420,2,7265.34,5990.64,14530.68,11981.28,2549.4
931308,521294,20807,1,3297.94,2308.34,3297.94,2308.34,989.6
931309,536687,20506,2,15543.88,7982.36,31087.76,15964.72,15123.04
931310,510075,20622,1,12435.29,6319.06,12435.29,6319.06,6116.23
931311,543231,20773,1,6849.71,5711.02,6849.71,5711.02,1138.69
931312,526249,20525,2,5336.67,2535.36,10673.34,5070.72,5602.62
931313,522949,20741,1,7149.69,6158.91,7149.69,6158.91,990.78
931314,507407,20904,2,12047.82,6407.75,24095.64,12815.5,11280.14
931315,523778,20139,3,581.22,368.91,1743.66,1106.73,636.93
931316,517803,20241,2,2306.11,1164.24,4612.22,2328.48,2283.74
931317,503985,20294,2,10004.84,5224.65,20009.68,10449.3,9560.38
931318,546871,20247,4,734.51,516.06,2938.04,2064.24,873.8
931319,500406,20538,2,2549.41,1275.13,5098.82,2550.26,2548.56
931320,524339,20198,1,13077.09,7700.09,13077.09,7700.09,5377.0
931321,518680,20102,2,9096.61,6049.32,18193.22,12098.64,6094.58
931322,518577,20269,2,11141.61,6881.08,22283.22,13762.16,8521.06
931323,524358,20566,2,10075.74,5562.9,20151.48,11125.8,9025.68
931324,535485,20907,4,5429.89,3359.66,21719.56,13438.64,8280.92
931325,521757,20473,4,10576.45,6338.33,42305.8,25353.32,16952.48
931326,541429,20981,3,6766.58,4184.36,20299.74,12553.08,7746.66
931327,535270,20305,3,8578.19,4250.21,25734.57,12750.63,12983.94
931328,530767,20353,2,9220.41,4471.49,18440.82,8942.98,9497.84
931329,549192,20990,3,8971.55,6744.58,26914.65,20233.74,6680.91
931330,522710,20859,3,14439.25,7342.62,43317.75,22027.86,21289.89
931331,529102,20474,3,3841.61,2507.52,11524.83,7522.56,4002.27
931332,508880,20404,2,4092.24,2658.22,8184.48,5316.44,2868.04
931333,514956,20751,2,8177.07,6367.33,16354.14,12734.66,3619.48
931334,532209,20292,2,10941.94,6332.14,21883.88,12664.28,9219.6
931335,517387,20256,1,2577.75,1534.68,2577.75,1534.68,1043.07
931336,522174,20420,1,7265.34,5990.64,7265.34,5990.64,1274.7
931337,503358,20336,4,1865.61,1022.21,7462.44,4088.84,3373.6
931338,547573,20378,1,3011.76,1808.06,3011.76,1808.06,1203.7
931339,533071,20634,1,8635.16,7238.13,8635.16,7238.13,1397.03
931340,544306,20911,4,11337.91,7967.58,45351.64,31870.32,13481.32
931341,538043,20072,3,9290.73,4747.36,27872.19,14242.08,13630.11
931342,534344,20887,3,4630.12,2834.63,13890.36,8503.89,5386.47
931343,543449,20466,3,150.6,117.79,451.8,353.37,98.43
931344,545142,20041,2,2625.74,1267.1,5251.48,2534.2,2717.28
931345,530753,20184,4,3073.27,2349.29,12293.08,9397.16,2895.92
931346,524762,20212,2,13364.45,7497.38,26728.9,14994.76,11734.14
931347,547521,20974,4,1576.14,1037.51,6304.56,4150.04,2154.52
931348,532146,20190,4,11819.28,5742.42,47277.12,22969.68,24307.44
931349,545409,20366,2,10647.23,5834.24,21294.46,11668.48,9625.98
931350,538700,20733,4,7709.82,4709.84,30839.28,18839.36,11999.92
931351,502567,20111,3,10962.6,7680.08,32887.8,23040.24,9847.56
931352,519984,20766,3,9833.31,5873.24,29499.93,17619.72,11880.21
931353,522786,20572,4,6928.88,3619.85,27715.52,14479.4,13236.12
931354,516820,20959,4,7010.69,3757.42,28042.76,15029.68,13013.08
931355,521370,20628,1,16714.1,7929.04,16714.1,7929.04,8785.06
931356,540287,20574,2,9550.58,5241.84,19101.16,10483.68,8617.48
931357,508674,20425,4,3778.6,2552.4,15114.4,10209.6,4904.8
931358,501832,20612,1,1769.94,988.14,1769.94,988.14,781.8
931359,524384,20645,2,8235.12,6901.6,16470.24,13803.2,2667.04
931360,511427,20443,3,2454.19,1383.62,7362.57,4150.86,3211.71
931361,500267,20129,2,8741.26,7107.87,17482.52,14215.74,3266.78
931362,511954,20413,1,9184.24,6089.89,9184.24,6089.89,3094.35
931363,513582,20356,1,7249.97,3909.03,7249.97,3909.03,3340.94
931364,524210,20169,1,3481.95,2553.78,3481.95,2553.78,928.17
931365,507197,20672,2,10492.63,4773.71,20985.26,9547.42,11437.84
931366,547764,20227,2,5691.48,3254.72,11382.96,6509.44,4873.52
931367,518341,20554,1,13551.47,7699.34,13551.47,7699.34,5852.13
931368,545632,20082,3,10928.82,7449.66,32786.46,22348.98,10437.48
931369,518184,20103,4,8675.5,5493.39,34702.0,21973.56,12728.44
931370,520117,20555,1,10484.84,4887.07,10484.84,4887.07,5597.77
931371,548899,20968,2,223.9,119.21,447.8,238.42,209.38
931372,529647,20171,4,11234.48,5918.89,44937.92,23675.56,21262.36
931373,511009,20421,2,6048.67,3802.14,12097.34,7604.28,4493.06
931374,540331,20345,4,6561.17,2999.73,26244.68,11998.92,14245.76
931375,524763,20046,2,6016.72,3128.24,12033.44,6256.48,5776.96
931376,540513,20963,3,3626.05,1861.24,10878.15,5583.72,5294.43
931377,528131,20809,1,10002.38,6244.56,10002.38,6244.56,3757.82
931378,509525,20989,1,9567.74,6341.26,9567.74,6341.26,3226.48
931379,539117,20660,4,7972.37,4230.72,31889.48,16922.88,14966.6
931380,517585,20770,3,9822.0,5909.85,29466.0,17729.55,11736.45
931381,543722,20661,3,153.07,114.87,459.21,344.61,114.6
931382,518279,20103,4,8675.5,5493.39,34702.0,21973.56,12728.44
931383,511270,20537,2,4583.22,3007.43,9166.44,6014.86,3151.58
931384,537735,20067,3,7749.17,5103.69,23247.51,15311.07,7936.44
931385,523140,20822,2,5942.42,4136.36,11884.84,8272.72,3612.12
931386,527120,20103,3,8675.5,5493.39,26026.5,16480.17,9546.33
931387,524286,20385,3,5555.69,3678.48,16667.07,11035.44,5631.63
931388,502180,20305,4,8578.19,4250.21,34312.76,17000.84,17311.92
931389,500021,20031,2,537.77,245.94,1075.54,491.88,583.66
931390,527002,20659,2,12393.07,6037.81,24786.14,12075.62,12710.52
931391,544081,20243,4,10238.0,5331.56,40952.0,21326.24,19625.76
931392,507029,20217,1,10948.92,6679.74,10948.92,6679.74,4269.18
931393,509154,20953,2,12663.47,7619.08,25326.94,15238.16,10088.78
931394,535055,20756,3,6942.14,5826.62,20826.42,17479.86,3346.56
931395,544454,20410,1,13047.52,6625.62,13047.52,6625.62,6421.9
931396,536463,20258,1,3532.69,1945.85,3532.69,1945.85,1586.84
931397,514303,20487,3,11112.95,5743.99,33338.85,17231.97,16106.88
931398,520138,20149,4,11044.21,7520.2,44176.84,30080.8,14096.04
931399,502439,20019,3,3172.74,1839.19,9518.22,5517.57,4000.65
931400,505299,20199,3,13437.86,6864.02,40313.58,20592.06,19721.52
931401,547813,20780,1,9875.11,4614.27,9875.11,4614.27,5260.84
931402,527052,20704,2,14079.8,6673.91,28159.6,13347.82,14811.78
931403,525355,20166,3,4760.75,2729.28,14282.25,8187.84,6094.41
931404,536651,20818,1,1516.86,1189.8,1516.86,1189.8,327.06
931405,539844,20421,4,6048.67,3802.14,24194.68,15208.56,8986.12
931406,528634,20497,4,4041.14,2341.38,16164.56,9365.52,6799.04
931407,541029,20986,4,7938.16,4693.54,31752.64,18774.16,12978.48
931408,506919,20045,3,3280.37,2453.51,9841.11,7360.53,2480.58
931409,504544,20394,3,6763.23,5461.06,20289.69,16383.18,3906.51
931410,520459,20069,1,9675.8,7262.63,9675.8,7262.63,2413.17
931411,524509,20842,4,1274.19,694.81,5096.76,2779.24,2317.52
931412,523890,20414,2,10161.79,5321.42,20323.58,10642.84,9680.74
931413,535664,20576,1,15278.17,7716.17,15278.17,7716.17,7562.0
931414,519265,20078,2,2523.17,1757.89,5046.34,3515.78,1530.56
931415,519156,20163,2,8238.47,5664.2,16476.94,11328.4,5148.54
931416,538718,20558,3,10336.05,5250.56,31008.15,15751.68,15256.47
931417,547527,20014,2,9672.97,5690.8,19345.94,11381.6,7964.34
931418,526948,20972,2,7201.97,3344.14,14403.94,6688.28,7715.66
931419,527970,20004,3,2148.18,996.32,6444.54,2988.96,3455.58
931420,507638,20022,1,3508.28,2442.57,3508.28,2442.57,1065.71
931421,528739,20016,4,16025.18,7579.91,64100.72,30319.64,33781.08
931422,503639,20517,4,9499.34,7251.5,37997.36,29006.0,8991.36
931423,509665,20890,2,11193.67,5575.65,22387.34,11151.3,11236.04
931424,504110,20426,4,468.31,396.61,1873.24,1586.44,286.8
931425,542453,20077,3,12676.94,7337.49,38030.82,22012.47,16018.35
931426,523393,20109,1,10932.05,5954.4,10932.05,5954.4,4977.65
931427,535104,20275,3,3998.73,1857.45,11996.19,5572.35,6423.84
931428,509754,20264,1,2173.45,1667.1,2173.45,1667.1,506.35
931429,524476,20094,2,615.13,441.73,1230.26,883.46,346.8
931430,526177,20088,1,3094.9,2041.1,3094.9,2041.1,1053.8
931431,524420,20533,2,391.45,208.08,782.9,416.16,366.74
931432,500034,20454,1,9027.98,4223.28,9027.98,4223.28,4804.7
931433,539856,20217,3,10948.92,6679.74,32846.76,20039.22,12807.54
931434,502511,20585,4,7132.62,3419.1,28530.48,13676.4,14854.08
931435,547469,20839,4,10431.88,6236.63,41727.52,24946.52,16781.0
931436,537707,20521,3,6040.25,3215.41,18120.75,9646.23,8474.52
931437,523008,20334,1,1011.38,564.51,1011.38,564.51,446.87
931438,513180,20075,2,9730.55,5104.92,19461.1,10209.84,9251.26
931439,518827,20016,1,16025.18,7579.91,16025.18,7579.91,8445.27
931440,516520,20404,3,4092.24,2658.22,12276.72,7974.66,4302.06
931441,525548,20876,3,2272.48,1858.1,6817.44,5574.3,1243.14
931442,549266,20190,4,11819.28,5742.42,47277.12,22969.68,24307.44
931443,502085,20246,2,6152.98,4886.0,12305.96,9772.0,2533.96
931444,528006,20611,4,693.93,348.39,2775.72,1393.56,1382.16
931445,532069,20813,3,6115.73,5027.51,18347.19,15082.53,3264.66
931446,514296,20377,1,5556.6,2804.94,5556.6,2804.94,2751.66
931447,509494,20181,4,4239.89,3264.48,16959.56,13057.92,3901.64
931448,528016,20251,4,1891.67,924.51,7566.68,3698.04,3868.64
931449,515225,20643,2,8633.68,5466.05,17267.36,10932.1,6335.26
931450,531340,20504,2,10701.19,5285.59,21402.38,10571.18,10831.2
931451,500458,20467,4,5708.0,4667.15,22832.0,18668.6,4163.4
931452,515174,20984,2,3538.88,1616.39,7077.76,3232.78,3844.98
931453,547789,20599,3,4100.7,2914.55,12302.1,8743.65,3558.45
931454,543089,20794,4,5781.66,4530.52,23126.64,18122.08,5004.56
931455,538904,20950,1,10926.85,7405.13,10926.85,7405.13,3521.72
931456,543654,20626,2,5682.11,3361.54,11364.22,6723.08,4641.14
931457,544222,20084,2,9937.52,4864.16,19875.04,9728.32,10146.72
931458,503544,20808,2,831.05,383.35,1662.1,766.7,895.4
931459,547510,20820,2,4732.26,3131.54,9464.52,6263.08,3201.44
931460,507281,20612,3,1769.94,988.14,5309.82,2964.42,2345.4
931461,502350,20373,4,3668.04,2027.73,14672.16,8110.92,6561.24
931462,536777,20978,2,4436.45,2898.32,8872.9,5796.64,3076.26
931463,521646,20928,3,3598.88,2613.95,10796.64,7841.85,2954.79
931464,544131,20055,2,4846.9,2419.9,9693.8,4839.8,4854.0
931465,510828,20537,3,4583.22,3007.43,13749.66,9022.29,4727.37
931466,544580,20049,2,744.45,589.06,1488.9,1178.12,310.78
931467,539114,20974,1,1576.14,1037.51,1576.14,1037.51,538.63
931468,508243,20786,4,6244.3,4920.02,24977.2,19680.08,5297.12
931469,530322,20831,1,9331.35,4340.82,9331.35,4340.82,4990.53
931470,546406,20159,1,2613.37,1443.96,2613.37,1443.96,1169.41
931471,535948,20200,4,15137.81,7203.71,60551.24,28814.84,31736.4
931472,528418,20063,1,9158.76,6891.1,9158.76,6891.1,2267.66
931473,515680,20209,3,7022.92,4846.53,21068.76,14539.59,6529.17
931474,530660,20648,3,10759.1,6825.87,32277.3,20477.61,11799.69
931475,521528,20709,1,12722.73,7192.26,12722.73,7192.26,5530.47
931476,514154,20065,1,8482.44,4558.5,8482.44,4558.5,3923.94
931477,549210,20143,3,10893.64,7433.67,32680.92,22301.01,10379.91
931478,527801,20276,1,2500.16,1149.58,2500.16,1149.58,1350.58
931479,531237,20537,3,4583.22,3007.43,13749.66,9022.29,4727.37
931480,508689,20127,1,2223.83,1026.93,2223.83,1026.93,1196.9
931481,513611,20202,4,8260.92,4057.27,33043.68,16229.08,16814.6
931482,506799,20978,2,4436.45,2898.32,8872.9,5796.64,3076.26
931483,548040,20392,2,7935.83,5113.74,15871.66,10227.48,5644.18
931484,500884,20922,1,6467.69,5052.87,6467.69,5052.87,1414.82
931485,549454,20439,1,5521.62,3184.57,5521.62,3184.57,2337.05
931486,526127,20883,4,6668.44,5234.58,26673.76,20938.32,5735.44
931487,504363,20718,2,8511.98,5704.26,17023.96,11408.52,5615.44
931488,526510,20863,3,3837.94,2005.78,11513.82,6017.34,5496.48
931489,515695,20906,4,3778.45,2611.83,15113.8,10447.32,4666.48
931490,529351,20094,3,615.13,441.73,1845.39,1325.19,520.2
931491,504231,20306,2,1900.61,1108.39,3801.22,2216.78,1584.44
931492,512602,20665,3,2676.47,1519.59,8029.41,4558.77,3470.64
931493,542492,20249,1,2826.4,2160.93,2826.4,2160.93,665.47
931494,509476,20912,1,6816.13,5365.69,6816.13,5365.69,1450.44
931495,525703,20344,3,5239.03,3394.53,15717.09,10183.59,5533.5
931496,531461,20628,2,16714.1,7929.04,33428.2,15858.08,17570.12
931497,528762,20891,1,1289.47,889.06,1289.47,889.06,400.41
931498,520264,20505,2,6152.67,4773.85,12305.34,9547.7,2757.64
931499,526995,20433,1,3244.6,1945.11,3244.6,1945.11,1299.49
931500,541298,20399,2,13338.09,6502.96,26676.18,13005.92,13670.26
931501,530242,20668,3,7613.89,3579.16,22841.67,10737.48,12104.19
931502,511579,20362,2,11810.84,7224.2,23621.68,14448.4,9173.28
931503,537665,20543,3,3562.2,1809.97,10686.6,5429.91,5256.69
931504,500357,20345,2,6561.17,2999.73,13122.34,5999.46,7122.88
931505,507707,20573,3,2649.18,1324.77,7947.54,3974.31,3973.23
931506,508169,20073,3,4347.95,2775.24,13043.85,8325.72,4718.13
931507,524985,20201,1,3126.01,1714.64,3126.01,1714.64,1411.37
931508,533845,20954,1,6483.75,3045.67,6483.75,3045.67,3438.08
931509,511845,20438,3,2167.92,1005.38,6503.76,3016.14,3487.62
931510,508514,20297,4,8531.11,4775.15,34124.44,19100.6,15023.84
931511,516741,20911,3,11337.91,7967.58,34013.73,23902.74,10110.99
931512,541406,20291,4,12878.09,7535.66,51512.36,30142.64,21369.72
931513,528622,20414,4,10161.79,5321.42,40647.16,21285.68,19361.48
931514,523713,20361,2,1649.43,911.64,3298.86,1823.28,1475.58
931515,514119,20756,1,6942.14,5826.62,6942.14,5826.62,1115.52
931516,511950,20753,4,4306.3,2126.69,17225.2,8506.76,8718.44
931517,504411,20635,2,4588.65,2667.94,9177.3,5335.88,3841.42
931518,530435,20203,3,4153.47,3580.28,12460.41,10740.84,1719.57
931519,514211,20164,3,12052.99,5844.57,36158.97,17533.71,18625.26
931520,517515,20755,2,4556.7,2309.87,9113.4,4619.74,4493.66
931521,540387,20323,3,4821.19,4133.37,14463.57,12400.11,2063.46
931522,544100,20992,1,4583.42,3087.61,4583.42,3087.61,1495.81
931523,515184,20960,2,1780.58,1506.21,3561.16,3012.42,548.74
931524,515099,20074,1,4415.1,2065.48,4415.1,2065.48,2349.62
931525,549896,20627,1,5801.45,4407.6,5801.45,4407.6,1393.85
931526,531639,20810,3,1606.81,785.7,4820.43,2357.1,2463.33
931527,507122,20629,3,10226.3,7617.69,30678.9,22853.07,7825.83
931528,518222,20616,4,2210.57,1102.89,8842.28,4411.56,4430.72
931529,512932,20013,2,4753.47,2719.26,9506.94,5438.52,4068.42
931530,546553,20691,3,958.88,673.92,2876.64,2021.76,854.88
931531,528438,20026,2,8271.84,6268.22,16543.68,12536.44,4007.24
931532,537709,20336,2,1865.61,1022.21,3731.22,2044.42,1686.8
931533,513310,20876,1,2272.48,1858.1,2272.48,1858.1,414.38
931534,502118,20278,1,7999.72,6757.76,7999.72,6757.76,1241.96
931535,533724,20846,1,4202.87,2127.96,4202.87,2127.96,2074.91
931536,514067,20145,3,6449.18,5567.7,19347.54,16703.1,2644.44
931537,509241,20329,4,4442.82,3794.14,17771.28,15176.56,2594.72
931538,537215,20424,4,16260.8,7710.39,65043.2,30841.56,34201.64
931539,509500,20096,4,1157.74,895.68,4630.96,3582.72,1048.24
931540,531767,20849,4,13147.63,6760.3,52590.52,27041.2,25549.32
931541,542453,20686,4,1045.13,707.76,4180.52,2831.04,1349.48
931542,515826,20041,4,2625.74,1267.1,10502.96,5068.4,5434.56
931543,509317,20783,2,15076.46,7010.97,30152.92,14021.94,16130.98
931544,549325,20319,3,6226.12,4771.67,18678.36,14315.01,4363.35
931545,507771,20296,3,13037.86,6018.35,39113.58,18055.05,21058.53
931546,542981,20843,2,8848.19,6014.04,17696.38,12028.08,5668.3
931547,525495,20430,2,5442.96,3571.03,10885.92,7142.06,3743.86
931548,528010,20968,1,223.9,119.21,223.9,119.21,104.69
931549,540047,20549,4,5481.52,3270.63,21926.08,13082.52,8843.56
931550,507704,20376,4,5299.25,2681.19,21197.0,10724.76,10472.24
931551,517205,20317,3,7312.85,5917.69,21938.55,17753.07,4185.48
931552,549446,20207,1,9197.89,6977.02,9197.89,6977.02,2220.87
931553,534244,20033,3,6034.35,3337.65,18103.05,10012.95,8090.1
931554,509169,20577,2,7836.45,6551.04,15672.9,13102.08,2570.82
931555,515703,20704,1,14079.8,6673.91,14079.8,6673.91,7405.89
931556,512301,20938,2,1251.96,836.73,2503.92,1673.46,830.46
931557,532749,20570,3,3106.36,1811.72,9319.08,5435.16,3883.92
931558,538832,20527,3,6108.42,5214.26,18325.26,15642.78,2682.48
931559,525439,20490,4,8537.11,4647.97,34148.44,18591.88,15556.56
931560,518521,20540,4,5176.84,2667.55,20707.36,10670.2,10037.16
931561,544492,20764,1,9996.84,7411.58,9996.84,7411.58,2585.26
931562,545686,20599,2,4100.7,2914.55,8201.4,5829.1,2372.3
931563,544978,20280,3,2762.96,1953.32,8288.88,5859.96,2428.92
931564,527394,20977,3,7031.0,4434.93,21093.0,13304.79,7788.21
931565,528148,20722,2,8174.23,6154.66,16348.46,12309.32,4039.14
931566,529732,20202,2,8260.92,4057.27,16521.84,8114.54,8407.3
931567,520166,20704,2,14079.8,6673.91,28159.6,13347.82,14811.78
931568,501244,20180,3,2712.34,2202.29,8137.02,6606.87,1530.15
931569,531414,20405,4,8632.22,4561.44,34528.88,18245.76,16283.12
931570,509131,20168,1,9788.68,6590.5,9788.68,6590.5,3198.18
931571,539777,20711,4,11987.52,7218.83,47950.08,28875.32,19074.76
931572,541451,20524,3,9320.79,6280.94,27962.37,18842.82,9119.55
931573,523806,20498,1,3531.17,1828.69,3531.17,1828.69,1702.48
931574,515433,20888,2,836.98,724.24,1673.96,1448.48,225.48
931575,544606,20537,1,4583.22,3007.43,4583.22,3007.43,1575.79
931576,520503,20453,3,5806.81,4433.09,17420.43,13299.27,4121.16
931577,515313,20822,4,5942.42,4136.36,23769.68,16545.44,7224.24
931578,516679,20757,1,1632.17,976.77,1632.17,976.77,655.4
931579,519957,20029,4,10606.15,5877.55,42424.6,23510.2,18914.4
931580,530783,20432,4,4452.43,2048.4,17809.72,8193.6,9616.12
931581,543875,20201,2,3126.01,1714.64,6252.02,3429.28,2822.74
931582,531650,20644,1,1578.84,777.17,1578.84,777.17,801.67
931583,510437,20942,4,5799.98,4085.06,23199.92,16340.24,6859.68
931584,528708,20598,1,9697.93,5394.94,9697.93,5394.94,4302.99
931585,548237,20312,1,10755.28,5154.3,10755.28,5154.3,5600.98
931586,525685,20620,2,5614.54,3125.69,11229.08,6251.38,4977.7
931587,505808,20245,4,2370.49,1942.52,9481.96,7770.08,1711.88
931588,514783,20182,3,8002.7,3755.55,24008.1,11266.65,12741.45
931589,530565,20501,3,3143.5,2224.27,9430.5,6672.81,2757.69
931590,531255,20255,1,13601.83,6468.71,13601.83,6468.71,7133.12
931591,527213,20622,4,12435.29,6319.06,49741.16,25276.24,24464.92
931592,501421,20777,3,3748.86,2513.97,11246.58,7541.91,3704.67
931593,504476,20046,2,6016.72,3128.24,12033.44,6256.48,5776.96
931594,540652,20452,3,9124.9,6817.38,27374.7,20452.14,6922.56
931595,540164,20409,2,3107.53,1492.54,6215.06,2985.08,3229.98
931596,510479,20440,1,2611.33,1937.69,2611.33,1937.69,673.64
931597,529325,20610,4,4378.89,2724.99,17515.56,10899.96,6615.6
931598,516941,20973,4,3001.84,1648.6,12007.36,6594.4,5412.96
931599,527295,20584,2,1705.31,842.82,3410.62,1685.64,1724.98
931600,524171,20097,1,2654.79,1793.8,2654.79,1793.8,860.99
931601,526365,20971,2,15424.0,7893.57,30848.0,15787.14,15060.86
931602,506211,20973,1,3001.84,1648.6,3001.84,1648.6,1353.24
931603,534455,20882,4,9159.74,4284.06,36638.96,17136.24,19502.72
931604,500168,20334,1,1011.38,564.51,1011.38,564.51,446.87
931605,546190,20497,3,4041.14,2341.38,12123.42,7024.14,5099.28
931606,525292,20600,2,3986.41,2083.0,7972.82,4166.0,3806.82
931607,525717,20619,2,6091.58,5265.44,12183.16,10530.88,1652.28
931608,536906,20910,1,740.53,455.52,740.53,455.52,285.01
931609,513123,20190,1,11819.28,5742.42,11819.28,5742.42,6076.86
931610,532345,20405,4,8632.22,4561.44,34528.88,18245.76,16283.12
931611,523493,20243,3,10238.0,5331.56,30714.0,15994.68,14719.32
931612,535095,20777,3,3748.86,2513.97,11246.58,7541.91,3704.67
931613,538726,20922,3,6467.69,5052.87,19403.07,15158.61,4244.46
931614,537368,20003,2,9544.22,7178.03,19088.44,14356.06,4732.38
931615,534604,20551,1,2833.32,1737.58,2833.32,1737.58,1095.74
931616,511306,20504,4,10701.19,5285.59,42804.76,21142.36,21662.4
931617,540819,20197,1,1186.74,660.45,1186.74,660.45,526.29
931618,542403,20976,1,15577.84,7809.6,15577.84,7809.6,7768.24
931619,505343,20434,1,1705.5,1118.77,1705.5,1118.77,586.73
931620,513365,20774,1,3944.95,2284.11,3944.95,2284.11,1660.84
931621,549094,20053,1,9016.44,4536.95,9016.44,4536.95,4479.49
931622,522776,20955,1,11501.98,6933.24,11501.98,6933.24,4568.74
931623,537241,20221,2,6804.57,3190.08,13609.14,6380.16,7228.98
931624,526519,20534,1,5291.51,4192.12,5291.51,4192.12,1099.39
931625,531585,20595,3,1084.31,679.6,3252.93,2038.8,1214.13
931626,509370,20401,3,515.33,313.4,1545.99,940.2,605.79
931627,513358,20402,3,8109.41,6112.96,24328.23,18338.88,5989.35
931628,543068,20980,3,1910.91,1026.96,5732.73,3080.88,2651.85
931629,532236,20849,1,13147.63,6760.3,13147.63,6760.3,6387.33
931630,531195,20206,1,1637.49,1202.89,1637.49,1202.89,434.6
931631,535446,20018,2,14111.96,7515.15,28223.92,15030.3,13193.62
931632,533556,20488,3,8675.0,7174.03,26025.0,21522.09,4502.91
931633,523628,20232,4,7667.98,4201.16,30671.92,16804.64,13867.28
931634,545006,20238,1,349.67,277.56,349.67,277.56,72.11
931635,506074,20282,3,8959.68,7755.62,26879.04,23266.86,3612.18
931636,509446,20213,3,6601.88,5404.46,19805.64,16213.38,3592.26
931637,547256,20391,3,10742.35,5298.22,32227.05,15894.66,16332.39
931638,525371,20841,2,8105.58,5925.82,16211.16,11851.64,4359.52
931639,516646,20383,1,5044.79,2598.13,5044.79,2598.13,2446.66
931640,507795,20447,1,6369.39,3957.35,6369.39,3957.35,2412.04
931641,548719,20939,4,8477.51,6765.99,33910.04,27063.96,6846.08
931642,543963,20363,4,11609.48,5976.58,46437.92,23906.32,22531.6
931643,548552,20236,2,4306.1,2353.87,8612.2,4707.74,3904.46
931644,544411,20861,1,11450.51,5482.06,11450.51,5482.06,5968.45
931645,507497,20707,3,4035.97,3183.81,12107.91,9551.43,2556.48
931646,538192,20223,2,9043.74,5375.43,18087.48,10750.86,7336.62
931647,510295,20409,4,3107.53,1492.54,12430.12,5970.16,6459.96
931648,546920,20092,2,8725.76,5351.19,17451.52,10702.38,6749.14
931649,528190,20451,3,4137.8,2737.1,12413.4,8211.3,4202.1
931650,527634,20131,2,9783.48,5757.96,19566.96,11515.92,8051.04
931651,509570,20508,4,4233.84,2863.48,16935.36,11453.92,5481.44
931652,526662,20049,2,744.45,589.06,1488.9,1178.12,310.78
931653,523027,20562,3,13578.69,6818.63,40736.07,20455.89,20280.18
931654,545006,20835,2,731.23,347.41,1462.46,694.82,767.64
931655,539877,20158,2,5809.96,4061.71,11619.92,8123.42,3496.5
931656,500566,20699,4,6024.41,4902.42,24097.64,19609.68,4487.96
931657,528218,20011,3,1774.14,857.49,5322.42,2572.47,2749.95
931658,528755,20515,2,10265.7,6460.67,20531.4,12921.34,7610.06
931659,504067,20354,1,12017.77,5708.36,12017.77,5708.36,6309.41
931660,545211,20594,4,15360.16,7192.66,61440.64,28770.64,32670.0
